0	0.201358	0.201358	0.201358	0.201358	0.201358
0.00333333	0.197968	0.197968	0.197968	0.197968	0.197968
0.00666667	0.194603	0.194603	0.194603	0.194603	0.194603
0.01	0.191262	0.191262	0.191262	0.191262	0.191262
0.0133333	0.187946	0.187946	0.187946	0.187946	0.187946
0.0166667	0.184654	0.184654	0.184654	0.184654	0.184654
0.02	0.181386	0.181386	0.181386	0.181386	0.181386
0.0233333	0.178143	0.178143	0.178143	0.178143	0.178143
0.0266667	0.174924	0.174924	0.174924	0.174924	0.174924
0.03	0.17173	0.17173	0.17173	0.17173	0.17173
0.0333333	0.168559	0.168559	0.168559	0.168559	0.168559
0.0366667	0.165413	0.165413	0.165413	0.165413	0.165413
0.04	0.162291	0.162291	0.162291	0.162291	0.162291
0.0433333	0.159193	0.159193	0.159193	0.159193	0.159193
0.0466667	0.156118	0.156118	0.156118	0.156118	0.156118
0.05	0.153068	0.153068	0.153068	0.153068	0.153068
0.0533333	0.150042	0.150042	0.150042	0.150042	0.150042
0.0566667	0.14704	0.14704	0.14704	0.14704	0.14704
0.06	0.144061	0.144061	0.144061	0.144061	0.144061
0.0633333	0.141107	0.141107	0.141107	0.141107	0.141107
0.0666667	0.138176	0.138176	0.138176	0.138176	0.138176
0.07	0.135269	0.135269	0.135269	0.135269	0.135269
0.0733333	0.132386	0.132386	0.132386	0.132386	0.132386
0.0766667	0.129526	0.129526	0.129526	0.129526	0.129526
0.08	0.12669	0.12669	0.12669	0.12669	0.12669
0.0833333	0.123877	0.123877	0.123877	0.123877	0.123877
0.0866667	0.121088	0.121088	0.121088	0.121088	0.121088
0.09	0.118323	0.118323	0.118323	0.118323	0.118323
0.0933333	0.115581	0.115581	0.115581	0.115581	0.115581
0.0966667	0.112863	0.112863	0.112863	0.112863	0.112863
0.1	0.110167	0.110167	0.110167	0.110167	0.110167
0.103333	0.107496	0.107496	0.107496	0.107496	0.107496
0.106667	0.104847	0.104847	0.104847	0.104847	0.104847
0.11	0.102222	0.102222	0.102222	0.102222	0.102222
0.113333	0.09962	0.09962	0.09962	0.09962	0.09962
0.116667	0.0970412	0.0970412	0.0970412	0.0970412	0.0970412
0.12	0.0944856	0.0944856	0.0944856	0.0944856	0.0944856
0.123333	0.0919531	0.0919531	0.0919531	0.0919531	0.0919531
0.126667	0.0894437	0.0894437	0.0894437	0.0894437	0.0894437
0.13	0.0869573	0.0869573	0.0869573	0.0869573	0.0869573
