0	0.201358	0.201358	0.201358	0.201358	0.201358
0.005	0.196282	0.196282	0.196282	0.196282	0.196282
0.01	0.191262	0.191262	0.191262	0.191262	0.191262
0.015	0.186297	0.186297	0.186297	0.186297	0.186297
0.02	0.181386	0.181386	0.181386	0.181386	0.181386
0.025	0.176531	0.176531	0.176531	0.176531	0.176531
0.03	0.17173	0.17173	0.17173	0.17173	0.17173
0.035	0.166983	0.166983	0.166983	0.166983	0.166983
0.04	0.162291	0.162291	0.162291	0.162291	0.162291
0.045	0.157652	0.157652	0.157652	0.157652	0.157652
0.05	0.153068	0.153068	0.153068	0.153068	0.153068
0.055	0.148538	0.148538	0.148538	0.148538	0.148538
0.06	0.144061	0.144061	0.144061	0.144061	0.144061
0.065	0.139638	0.139638	0.139638	0.139638	0.139638
0.07	0.135269	0.135269	0.135269	0.135269	0.135269
0.075	0.130953	0.130953	0.130953	0.130953	0.130953
0.08	0.12669	0.12669	0.12669	0.12669	0.12669
0.085	0.12248	0.12248	0.12248	0.12248	0.12248
0.09	0.118323	0.118323	0.118323	0.118323	0.118323
0.095	0.114219	0.114219	0.114219	0.114219	0.114219
0.1	0.110167	0.110167	0.110167	0.110167	0.110167
0.105	0.106168	0.106168	0.106168	0.106168	0.106168
0.11	0.102222	0.102222	0.102222	0.102222	0.102222
0.115	0.0983277	0.0983277	0.0983277	0.0983277	0.0983277
0.12	0.0944856	0.0944856	0.0944856	0.0944856	0.0944856
0.125	0.0906955	0.0906955	0.0906955	0.0906955	0.0906955
0.13	0.0869573	0.0869573	0.0869573	0.0869573	0.0869573
0.135	0.0832709	0.0832709	0.0832709	0.0832709	0.0832709
0.14	0.0796361	0.0796361	0.0796361	0.0796361	0.0796361
0.145	0.0760528	0.0760528	0.0760528	0.0760528	0.0760528
0.15	0.0725209	0.0725209	0.0725209	0.0725209	0.0725209
0.155	0.0690402	0.0690402	0.0690402	0.0690402	0.0690402
0.16	0.0656107	0.0656107	0.0656107	0.0656107	0.0656107
0.165	0.0622321	0.0622321	0.0622321	0.0622321	0.0622321
0.17	0.0589045	0.0589045	0.0589045	0.0589045	0.0589045
0.175	0.0556276	0.0556276	0.0556276	0.0556276	0.0556276
0.18	0.0524013	0.0524013	0.0524013	0.0524013	0.0524013
0.185	0.0492256	0.0492256	0.0492256	0.0492256	0.0492256
0.19	0.0461002	0.0461002	0.0461002	0.0461002	0.0461002
0.195	0.043025	0.043025	0.043025	0.043025	0.043025
0.2	0.04	0.04	0.04	0.04	0.04
0.205	0.037025	0.037025	0.037025	0.037025	0.037025
0.21	0.0340998	0.0340998	0.0340998	0.0340998	0.0340998
0.215	0.0312244	0.0312244	0.0312244	0.0312244	0.0312244
0.22	0.0283987	0.0283987	0.0283987	0.0283987	0.0283987
0.225	0.0256224	0.0256224	0.0256224	0.0256224	0.0256224
0.23	0.0228955	0.0228955	0.0228955	0.0228955	0.0228955
0.235	0.0202179	0.0202179	0.0202179	0.0202179	0.0202179
0.24	0.0175893	0.0175893	0.0175893	0.0175893	0.0175893
0.245	0.0150098	0.0150098	0.0150098	0.0150098	0.0150098
0.25	0.0124791	0.0124791	0.0124791	0.0124791	0.0124791
0.255	0.00999723	0.00999723	0.00999723	0.00999723	0.00999723
0.26	0.00756394	0.00756394	0.00756394	0.00756394	0.00756394
0.265	0.00517914	0.00517914	0.00517914	0.00517914	0.00517914
0.27	0.00284271	0.00284271	0.00284271	0.00284271	0.00284271
0.275	0.000554509	0.000554509	0.000554509	0.000554509	0.000554509
0.28	-0.00168558	-0.00168558	-0.00168558	-0.00168558	-0.00168558
0.285	-0.00387769	-0.00387769	-0.00387769	-0.00387769	-0.00387769
0.29	-0.00602195	-0.00602195	-0.00602195	-0.00602195	-0.00602195
0.295	-0.00811848	-0.00811848	-0.00811848	-0.00811848	-0.00811848
0.3	-0.0101674	-0.0101674	-0.0101674	-0.0101674	-0.0101674
0.305	-0.0121689	-0.0121689	-0.0121689	-0.0121689	-0.0121689
0.31	-0.014123	-0.014123	-0.0141231	-0.014123	-0.0141231
0.315	-0.01603	-0.01603	-0.01603	-0.01603	-0.01603
0.32	-0.0178899	-0.0178899	-0.0178899	-0.0178899	-0.0178899
0.325	-0.0197028	-0.0197028	-0.0197028	-0.0197028	-0.0197028
0.33	-0.021469	-0.021469	-0.021469	-0.021469	-0.021469
0.335	-0.0231885	-0.0231885	-0.0231885	-0.0231885	-0.0231885
0.34	-0.0248614	-0.0248614	-0.0248614	-0.0248614	-0.0248614
0.345	-0.026488	-0.026488	-0.026488	-0.026488	-0.026488
0.35	-0.0280683	-0.0280683	-0.0280683	-0.0280683	-0.0280683
0.355	-0.0296025	-0.0296025	-0.0296025	-0.0296025	-0.0296025
0.36	-0.0310907	-0.0310907	-0.0310907	-0.0310907	-0.0310907
0.365	-0.032533	-0.032533	-0.032533	-0.032533	-0.032533
0.37	-0.0339297	-0.0339297	-0.0339297	-0.0339297	-0.0339297
