0	0.201358	0.201358	0.201354	0.201358	0.201355	0.201358	0.201355
0.00333333	0.197968	0.198078	0.197975	0.198031	0.197973	0.198027	0.197971
0.00666667	0.194603	0.194798	0.194612	0.194714	0.194599	0.1947	0.194602
0.01	0.191262	0.191518	0.19129	0.191408	0.191252	0.191378	0.19126
0.0133333	0.187946	0.188238	0.187968	0.188113	0.187938	0.188066	0.187945
0.0166667	0.184654	0.184959	0.184665	0.184827	0.184657	0.184766	0.184654
0.02	0.181386	0.181679	0.181436	0.181553	0.181399	0.181482	0.181387
0.0233333	0.178143	0.178399	0.178206	0.178289	0.178159	0.178216	0.178144
0.0266667	0.174924	0.175119	0.174976	0.175035	0.174937	0.174971	0.174925
0.03	0.17173	0.171839	0.171747	0.171792	0.171734	0.171751	0.17173
0.0333333	0.168559	0.168559	0.168602	0.168559	0.168551	0.168559	0.168559
0.0366667	0.165413	0.165521	0.1655	0.165351	0.165396	0.165397	0.165412
0.04	0.162291	0.162483	0.162397	0.16218	0.16227	0.162265	0.16229
0.0433333	0.159193	0.159444	0.159295	0.159047	0.159173	0.159161	0.159192
0.0466667	0.156118	0.156406	0.156193	0.155952	0.156104	0.156086	0.156118
0.05	0.153068	0.153368	0.153091	0.152895	0.153064	0.153038	0.153068
0.0533333	0.150042	0.150329	0.150096	0.149875	0.150051	0.150016	0.150042
0.0566667	0.14704	0.147291	0.147153	0.146894	0.147058	0.14702	0.14704
0.06	0.144061	0.144253	0.144211	0.14395	0.144085	0.144049	0.144062
0.0633333	0.141107	0.141214	0.141268	0.141044	0.141133	0.141101	0.141107
0.0666667	0.138176	0.138176	0.138326	0.138176	0.1382	0.138176	0.138176
0.07	0.135269	0.135375	0.135384	0.135332	0.135287	0.135273	0.135269
0.0733333	0.132386	0.132574	0.132441	0.132497	0.132394	0.132393	0.132386
0.0766667	0.129526	0.129773	0.129555	0.129672	0.129522	0.129534	0.129526
0.08	0.12669	0.126973	0.126802	0.126857	0.126675	0.126699	0.12669
0.0833333	0.123877	0.124172	0.12405	0.124051	0.123854	0.123885	0.123877
0.0866667	0.121088	0.121371	0.121297	0.121255	0.12106	0.121095	0.121088
0.09	0.118323	0.11857	0.118544	0.118469	0.118293	0.118328	0.118323
0.0933333	0.115581	0.115769	0.115791	0.115692	0.115552	0.115584	0.115581
0.0966667	0.112863	0.112968	0.113038	0.112925	0.112838	0.112864	0.112863
0.1	0.110167	0.110167	0.110286	0.110167	0.110151	0.110167	0.110167
0.103333	0.107496	0.1076	0.107533	0.107433	0.10749	0.107494	0.107496
0.106667	0.104847	0.105033	0.104913	0.104736	0.104855	0.104845	0.104847
0.11	0.102222	0.102465	0.102377	0.102076	0.102241	0.10222	0.102222
