0	0.201358	0.201358	0.201357	0.201358	0.201357	0.201358	0.201358
0.002	0.199321	0.199361	0.199321	0.199347	0.199321	0.199342	0.199321
0.004	0.197293	0.197364	0.197297	0.197339	0.197292	0.197328	0.197293
0.006	0.195274	0.195366	0.195274	0.195334	0.195274	0.195316	0.195274
0.008	0.193264	0.193369	0.193272	0.193332	0.193266	0.193307	0.193264
0.01	0.191262	0.191372	0.191269	0.191333	0.191264	0.191303	0.191262
0.012	0.189269	0.189375	0.189273	0.189338	0.189269	0.189304	0.189269
0.014	0.187286	0.187378	0.187299	0.187345	0.187283	0.187312	0.187285
0.016	0.18531	0.185381	0.185325	0.185356	0.185307	0.185327	0.18531
0.018	0.183344	0.183384	0.183352	0.18337	0.183343	0.183352	0.183344
0.02	0.181386	0.181386	0.181395	0.181386	0.181388	0.181386	0.181386
0.022	0.179438	0.179477	0.179458	0.179412	0.179441	0.179432	0.179438
0.024	0.177498	0.177567	0.177521	0.177452	0.177501	0.177488	0.177498
0.026	0.175566	0.175658	0.175584	0.175506	0.175569	0.175555	0.175566
0.028	0.173644	0.173748	0.173648	0.173575	0.173644	0.173632	0.173644
0.03	0.17173	0.171839	0.171746	0.171659	0.171728	0.171719	0.17173
0.032	0.169824	0.169929	0.169854	0.169756	0.169821	0.169815	0.169824
0.034	0.167928	0.168019	0.167962	0.167868	0.167924	0.167921	0.167928
0.036	0.16604	0.16611	0.166069	0.165995	0.166036	0.166036	0.16604
0.038	0.164161	0.1642	0.164177	0.164135	0.164159	0.164159	0.164161
0.04	0.162291	0.162291	0.162297	0.162291	0.162291	0.162291	0.162291
0.042	0.160429	0.160468	0.160456	0.160455	0.160432	0.16043	0.160429
0.044	0.158576	0.158645	0.158616	0.158621	0.15858	0.158578	0.158576
0.046	0.156731	0.156822	0.156776	0.156791	0.156736	0.156734	0.156731
0.048	0.154895	0.154999	0.154936	0.154964	0.1549	0.154899	0.154895
0.05	0.153068	0.153176	0.153096	0.153139	0.153071	0.153071	0.153068
0.052	0.15125	0.151353	0.151255	0.151318	0.15125	0.151252	0.15125
0.054	0.14944	0.14953	0.149462	0.149499	0.149438	0.149442	0.14944
0.056	0.147638	0.147707	0.147681	0.147684	0.147634	0.14764	0.147638
0.058	0.145846	0.145884	0.145899	0.145871	0.14584	0.145846	0.145846
0.06	0.144061	0.144061	0.144118	0.144061	0.144056	0.144061	0.144061
0.062	0.142286	0.142324	0.142337	0.14226	0.142281	0.142285	0.142286
0.064	0.140519	0.140587	0.140556	0.140473	0.140515	0.140518	0.140519
0.066	0.13876	0.13885	0.138775	0.138701	0.138759	0.138759	0.13876
0.068	0.13701	0.137113	0.137027	0.136942	0.137012	0.13701	0.13701
0.07	0.135269	0.135376	0.135311	0.135198	0.135273	0.135268	0.135269
0.072	0.133536	0.133638	0.133596	0.133468	0.133542	0.133535	0.133536
0.074	0.131812	0.131901	0.13188	0.131752	0.131818	0.131811	0.131812
0.076	0.130096	0.130164	0.130165	0.13005	0.130102	0.130096	0.130096
0.078	0.128389	0.128427	0.12845	0.128363	0.128394	0.128389	0.128389
0.08	0.12669	0.12669	0.126734	0.12669	0.126694	0.12669	0.12669
0.082	0.125	0.125038	0.125019	0.125025	0.125001	0.125	0.125
0.084	0.123318	0.123385	0.123332	0.123363	0.123317	0.123318	0.123318
0.086	0.121644	0.121733	0.121689	0.121704	0.121641	0.121645	0.121644
0.088	0.119979	0.120081	0.120045	0.120048	0.119974	0.11998	0.119979
0.09	0.118323	0.118429	0.118402	0.118394	0.118316	0.118323	0.118323
0.092	0.116675	0.116776	0.116759	0.116743	0.116668	0.116675	0.116675
0.094	0.115036	0.115124	0.115115	0.115095	0.115029	0.115036	0.115036
0.096	0.113404	0.113472	0.113472	0.11345	0.113399	0.113404	0.113404
0.098	0.111782	0.11182	0.111828	0.111807	0.111778	0.111782	0.111782
0.1	0.110167	0.110167	0.110185	0.110167	0.110166	0.110167	0.110167
0.102	0.108562	0.108599	0.108581	0.108536	0.108563	0.108562	0.108562
0.104	0.106964	0.107031	0.107015	0.106919	0.106968	0.106964	0.106964
0.106	0.105375	0.105463	0.10545	0.105315	0.105381	0.105375	0.105375
0.108	0.103794	0.103895	0.103884	0.103726	0.103801	0.103794	0.103794
0.11	0.102222	0.102327	0.102319	0.102151	0.10223	0.102222	0.102222
0.112	0.100658	0.100758	0.100753	0.10059	0.100665	0.100658	0.100658
0.114	0.0991024	0.0991901	0.0991879	0.0990426	0.0991091	0.0991023	0.0991024
0.116	0.0975551	0.0976219	0.0976225	0.0975095	0.0975603	0.0975551	0.0975551
0.118	0.0960162	0.0960538	0.096057	0.0959905	0.0960193	0.0960162	0.0960162
0.12	0.0944856	0.0944856	0.0944915	0.0944856	0.094486	0.0944856	0.0944856
0.122	0.0929633	0.0930006	0.0929969	0.092989	0.0929609	0.0929633	0.0929633
0.124	0.0914494	0.0915157	0.0915147	0.0914949	0.0914446	0.0914494	0.0914494
0.126	0.0899437	0.0900307	0.0900326	0.0900035	0.0899372	0.0899437	0.0899437
0.128	0.0884464	0.0885458	0.0885504	0.0885147	0.0884387	0.0884464	0.0884464
0.13	0.0869573	0.0870608	0.0870682	0.0870284	0.0869491	0.0869573	0.0869573
0.132	0.0854765	0.0855759	0.085586	0.0855448	0.0854684	0.0854765	0.0854765
0.134	0.084004	0.0840909	0.0841038	0.0840637	0.0839965	0.084004	0.084004
0.136	0.0825398	0.082606	0.0826217	0.0825852	0.0825336	0.0825398	0.0825398
0.138	0.0810838	0.081121	0.0811395	0.0811094	0.0810796	0.0810838	0.0810838
0.14	0.0796361	0.0796361	0.0796573	0.0796361	0.0796344	0.0796361	0.0796361
0.142	0.0781966	0.0782335	0.0782173	0.078171	0.0781981	0.0781966	0.0781966
0.144	0.0767653	0.076831	0.0768234	0.0767198	0.0767695	0.0767653	0.0767653
0.146	0.0753423	0.0754284	0.0754294	0.0752826	0.0753485	0.0753423	0.0753423
0.148	0.0739275	0.0740259	0.0740355	0.0738592	0.0739351	0.0739275	0.0739275
0.15	0.0725209	0.0726234	0.0726415	0.0724497	0.0725294	0.0725209	0.0725209
0.152	0.0711225	0.0712208	0.0712476	0.0710541	0.0711312	0.0711224	0.0711225
0.154	0.0697322	0.0698183	0.0698536	0.0696724	0.0697407	0.0697322	0.0697322
0.156	0.0683502	0.0684158	0.0684597	0.0683046	0.0683578	0.0683502	0.0683502
0.158	0.0669764	0.0670132	0.0670657	0.0669507	0.0669825	0.0669764	0.0669764
0.16	0.0656107	0.0656107	0.0656718	0.0656107	0.0656149	0.0656107	0.0656107
0.162	0.0642532	0.0642897	0.0642778	0.0642788	0.0642548	0.0642532	0.0642532
0.164	0.0629038	0.0629688	0.0629232	0.0629494	0.0629025	0.0629038	0.0629038
0.166	0.0615626	0.0616479	0.0616219	0.0616224	0.0615587	0.0615626	0.0615626
0.168	0.0602295	0.0603269	0.0603206	0.0602978	0.0602234	0.0602295	0.0602295
0.17	0.0589045	0.059006	0.0590193	0.0589756	0.0588969	0.0589045	0.0589045
0.172	0.0575877	0.0576851	0.057718	0.0576559	0.057579	0.0575877	0.0575877
0.174	0.0562789	0.0563641	0.0564167	0.0563386	0.0562697	0.0562789	0.0562789
0.176	0.0549783	0.0550432	0.0551154	0.0550238	0.0549691	0.0549783	0.0549783
0.178	0.0536858	0.0537223	0.0538141	0.0537113	0.0536771	0.0536858	0.0536858
0.18	0.0524013	0.0524013	0.0525128	0.0524013	0.0523937	0.0524013	0.0524013
0.182	0.051125	0.0511612	0.0512115	0.0510994	0.051119	0.051125	0.051125
0.184	0.0498567	0.0499211	0.0499102	0.0498112	0.049853	0.0498567	0.0498567
0.186	0.0485965	0.0486809	0.0486089	0.0485368	0.0485956	0.0485965	0.0485965
0.188	0.0473443	0.0474408	0.0473782	0.047276	0.0473465	0.0473443	0.0473443
0.19	0.0461002	0.0462007	0.0461734	0.046029	0.046105	0.0461002	0.0461002
0.192	0.0448641	0.0449605	0.0449687	0.0447958	0.044871	0.0448641	0.0448641
0.194	0.043636	0.0437204	0.0437639	0.0435762	0.0436444	0.043636	0.043636
0.196	0.042416	0.0424803	0.0425592	0.0423704	0.0424253	0.042416	0.042416
0.198	0.041204	0.0412401	0.0413544	0.0411783	0.0412137	0.041204	0.041204
0.2	0.04	0.04	0.0401497	0.04	0.0400096	0.04	0.04
0.202	0.038804	0.0388399	0.0389449	0.0388297	0.038813	0.038804	0.038804
0.204	0.037616	0.0376797	0.0377402	0.0376616	0.0376239	0.037616	0.037616
0.206	0.036436	0.0365196	0.0365354	0.0364958	0.0364423	0.036436	0.036436
0.208	0.0352639	0.0353595	0.0353307	0.0353322	0.0352681	0.0352639	0.0352639
0.21	0.0340998	0.0341993	0.0341259	0.034171	0.0341015	0.0340998	0.0340998
0.212	0.0329437	0.0330392	0.0329655	0.033012	0.0329424	0.0329437	0.0329437
0.214	0.0317955	0.0318791	0.0318606	0.0318552	0.0317916	0.0317955	0.0317955
0.216	0.0306553	0.0307189	0.0307558	0.0307008	0.0306491	0.0306553	0.0306553
0.218	0.029523	0.0295588	0.029651	0.0295486	0.0295151	0.029523	0.029523
0.22	0.0283987	0.0283987	0.0285461	0.0283987	0.0283895	0.0283987	0.0283987
0.222	0.0272822	0.0273177	0.0274413	0.0272567	0.0272723	0.0272822	0.0272822
0.224	0.0261737	0.0262368	0.0263365	0.0261282	0.0261635	0.0261737	0.0261737
0.226	0.0250731	0.0251559	0.0252316	0.0250134	0.0250631	0.0250731	0.0250731
0.228	0.0239803	0.0240749	0.0241268	0.0239121	0.023971	0.0239803	0.0239803
0.23	0.0228955	0.022994	0.023022	0.0228244	0.0228874	0.0228955	0.0228955
0.232	0.0218185	0.0219131	0.0219171	0.0217502	0.0218122	0.0218185	0.0218185
0.234	0.0207494	0.0208321	0.0208123	0.0206896	0.0207454	0.0207494	0.0207494
0.236	0.0196882	0.0197512	0.0197075	0.0196426	0.019687	0.0196882	0.0196882
0.238	0.0186348	0.0186703	0.0186651	0.0186092	0.0186368	0.0186348	0.0186348
0.24	0.0175893	0.0175893	0.017663	0.0175893	0.0175939	0.0175893	0.0175893
0.242	0.0165516	0.0165868	0.0166609	0.0165773	0.0165585	0.0165516	0.0165516
0.244	0.0155218	0.0155842	0.0156588	0.0155674	0.0155303	0.0155218	0.0155218
