0	0.201358	0.201358	0.1891	0.201358	0.197409	0.201358	0.193153
0.0333333	0.168559	0.17896	0.167209	0.172364	0.168129	0.174407	0.167722
0.0666667	0.138176	0.156562	0.145318	0.144835	0.140422	0.147732	0.142245
0.1	0.110167	0.134164	0.123427	0.118773	0.114286	0.121609	0.11705
0.133333	0.0844939	0.111767	0.101537	0.0941761	0.0897221	0.0963135	0.0924676
0.166667	0.0611173	0.0893687	0.0796458	0.0710453	0.0667298	0.072122	0.068828
0.2	0.04	0.0669709	0.0577551	0.0493804	0.0453094	0.0493102	0.0464608
0.233333	0.0211049	0.044573	0.0358643	0.0291814	0.0254607	0.0281542	0.0256956
0.266667	0.00439496	0.0221752	0.0139736	0.0104482	0.00718379	0.00892971	0.00686228
0.3	-0.0101674	-0.000222638	-0.00791721	-0.00681906	-0.00952133	-0.00808715	-0.00970948
0.333333	-0.0226205	-0.0226205	-0.0150265	-0.0226205	-0.0244367	-0.0226205	-0.0237203
0.366667	-0.0330036	-0.0244658	-0.0169492	-0.0363666	-0.0370118	-0.0344648	-0.0351445
0.4	-0.0413579	-0.0263111	-0.0188718	-0.0474682	-0.0472196	-0.0436961	-0.044101
0.433333	-0.0477265	-0.0281564	-0.0207945	-0.0559251	-0.0550603	-0.0504612	-0.0507101
0.466667	-0.052155	-0.0300018	-0.0227171	-0.0617374	-0.0605337	-0.0549066	-0.0550921
0.5	-0.0546927	-0.0318471	-0.0246398	-0.064905	-0.06364	-0.0571788	-0.0573674
0.533333	-0.0553925	-0.0336924	-0.0265624	-0.065428	-0.064379	-0.0574245	-0.0576562
0.566667	-0.0543125	-0.0355377	-0.028485	-0.0633064	-0.0627509	-0.0557903	-0.0560788
0.6	-0.0515168	-0.037383	-0.0304077	-0.0585401	-0.0587555	-0.0524227	-0.0527556
0.633333	-0.047077	-0.0392284	-0.0323303	-0.0511292	-0.0523929	-0.0474683	-0.0478068
0.666667	-0.0410737	-0.0410737	-0.034253	-0.0410737	-0.0436632	-0.0410737	-0.0413527
0.7	-0.0335988	-0.0296958	-0.0326461	-0.0296958	-0.0326461	-0.0333826	-0.0335137
0.733333	-0.0247585	-0.018318	-0.0209804	-0.018318	-0.0209804	-0.0245273	-0.0244229
0.766667	-0.0146769	-0.00694014	-0.00931469	-0.00694014	-0.00931469	-0.0146371	-0.0142373
0.8	-0.00350111	0.00443771	0.002351	0.00443771	0.002351	-0.00384137	-0.0031165
0.833333	0.00859148	0.0158156	0.0140167	0.0158156	0.0140167	0.00773052	0.00877985
0.866667	0.0213835	0.0271934	0.0256824	0.0271934	0.0256824	0.0199492	0.0212921
0.9	0.0346025	0.0385712	0.0373481	0.0385712	0.0373481	0.0326853	0.0342606
0.933333	0.0478991	0.0499491	0.0490137	0.0499491	0.0490137	0.0458096	0.0475258
0.966667	0.0608113	0.0613269	0.0606794	0.0613269	0.0606794	0.0591925	0.060928
1	0.0727048	0.0727048	0.0723451	0.0727048	0.0723451	0.0727048	0.0743075
